airline_id,airline_name,country,icao_code,iata_code,alias
13335,Homer Air,Germany,MR,OME,Homer Sky
13391,U.S. Air,United States,-+,--+,
13394,Jayrow,Australia,\\',\\'\\,
13397,Wilderness Air,Australia,;;,,
13398,Whitaker Air,Australia,^^,,
13633,PanAm World Airways,United States,WQ,PQW,
13690,Virginwings,Germany,YY,VWA,
13704,KSY,Greece,KY,KSY,Kreta Sky
13732,Buquebus Líneas Aéreas,Uruguay,BQ,BQB,
13734,SOCHI AIR,Russia,CQ,KOL,SOCHI
13757,Wizz Air Ukraine,Ukraine,WU,WAU,
13781,88,Cyprus,47,VVN,
13815,LCM AIRLINES,Russia,LQ,LMM,
13899,Cambodia Angkor Air (K6),Cambodia,K6,,
13936,Royal European Airlines,United Kingdom,69,,
13947,Tom\\'s & co airliners,France,&T,T&O,Tom\\'s air
13983,Azul,Brazil,AD,AZU,Azul Linhas Aéreas Brasileiras
14061,LSM Airlines,Russia,PQ,LOO,slowbird
14069,Zapolyarie Airlines,Russia,,PZY,Zapolyarye Airlines
14073,Finlandian,Finland,,FN1,
14094,LionXpress,Cameroon,C4,LIX,lionXpress
14118,Genesis,Pakistan,GK,,
14388,Congo Express,Congo (Kinshasa),XZ,,
14485,Fly Dubai,United Arab Emirates,FZ,FDB,
14620,Domenican Airlines,Dominican Republic,D1,MDO,Domenican
14679,ConneX European Airline,Austria,,2CO,
14849,Aereonautica militare,Italy,JY,AXZ,
14858,Kal Star Aviation,Indonesia,,KLS,
14881,LSM AIRLINES,Russia,YZ,YZZ,Russian. Yours Air Lines
15814,UTair-Express,Russia,UR,,
15837,Huaxia,China,G5,,HUAXIA
15867,Zabaykalskii Airlines,Russia,ZP,ZZZ,Baikal Airlines
15887,CBM America,United States,,XBM,
15893,Marysya Airlines,Russia,M4,1QA,MARYSYA AIRLINES
15897,N1,Peru,N1,,
15930,Airlink (SAA),South Africa,4Z,,
15939,Westfalia Express VA,Germany,,WFX,
15953,JobAir,Czech Republic,3B,,
15975,Black Stallion Airways,United States,BZ,BSA,
15984,German International Air Lines,Germany,GM,GER,Germanair
15985,TrasBrasil,Brazil,TB,TBZ,
15989,TransBrasil Airlines,Brazil,TH,THS,
15999,China SSS,China,9C,,Chunqiu Airlines
16084,AIR INDOCHINE,Vietnam,,IIA,
16100,Happy Air,Thailand,,HPY,
16101,Solar Air,Thailand,,SRB,
16103,Air Mekong,Vietnam,P8,MKG,
16110,Harbour Air (Priv),Canada,H3,,
16116,Air Hamburg (AHO),Germany,HH,AHO,
16120,ZABAIKAL AIRLINES,Russia,Z6,ZTT,ZABAIKAL
16127,TransHolding,Brazil,TI,THI,Trans
16130,SUR Lineas Aereas,Argentina,,SZZ,
16131,Aerolineas Africanas,Guinea,,AA1,
16133,Yeti Airways,Nepal,YT,,
16135,Yellowstone Club Private Shuttle,United States,Y1,,
16136,Caucasus Airlines,Georgia,NS,,
16139,Serbian Airlines,Serbia,S1,SA1,
16149,Windward Islands Airways,Netherlands Antilles,WM,,
16150,TransHolding System,Brazil,YO,TYS,
16151,CCML Airlines,Colombia,CB,CCC,
16198,Small Planet Airlines,Lithuania,,ELC,
16234,Fly Brasil,Brazil,F1,FBL,Fly Brasil
16261,CB Airways UK ( Interliging Flights ),United Kingdom,1F,CIF,
16262,Fly Colombia ( Interliging Flights ),Colombia,3F,3FF,
16264,Trans Pas Air,United States,T6,TP6,
16273,KMV,Russia,МИ,,
16323,Himalayan Airlines,Nepal,HC,HYM,Himalaya
16327,Indya Airline Group,India,G1,IG1,Indya1
16329,Sunwing,Canada,WG,,
16358,Turkish Wings Domestic,Turkey,,TWD,
16359,Japan Regio,Japan,ZX,ZXY,
16362,OCEAN AIR CARGO,India,,IXO,
16363,Norte Lineas Aereas,Argentina,N0,,NORTE
16364,Austral Brasil,Brazil,W7,,Austral Brasil lineas aereas
16373,PEGASUS AIRLINES-,Turkey,H9,,
16409,Nihon.jet connect,Kyrgyzstan,,NX1,
16415,Camair-co,Cameroon,QC,,
16459,Sky Regional,Canada,RS,SKV,Air Canada Express
16507,LSM International,Russia,II,UWW,Moskva-air
16508,Baikotovitchestrian Airlines,American Samoa,BU,BUU,
16511,Luchsh Airlines,Russia,L4,LJJ,Air luch
16556,ENTERair,Poland,,QQQ,
16585,Air Cargo Germany,Germany,6U,,
16615,Mongolian International Air Lines,Mongolia,7M,ZTF,Mongol Air
16624,Tway Airlines,South Korea,TW,TWB,
16625,Papillon Grand Canyon Helicopters,United States,HI,,
16628,Jusur airways,Egypt,JX,JSR,
16645,NEXT Brasil,Brazil,XB,NXB,NEXT
16660,AeroWorld,Russia,W4,WER,Sovet Air
16695,GNB Linhas Aereas,Brazil,GN,,
16702,Usa Sky Cargo,United States,E1,ES2,USky
16707,Hankook Airline,South Korea,HN,HNX,
16717,REDjet,Barbados,Z7,,
16720,Red Jet Andes,Peru,PT,,
16721,Red Jet Canada,Canada,QY,,
16723,Sprintair,Poland,,SRN,
16724,Red Jet Mexico,Mexico,4X,,
16725,Marusya Airways,Russia,Y8,MRS,Marusya Air
16726,Era Alaska,United States,7H,ERR,
16728,AirRussia,Russia,R8,RRJ,RussianConector
16735,Hankook Air US,United States,H1,HA1,
16794,Carpatair Flight Training,Romania,,SMW,
16796,I-Fly,Russia,H5,RSY,
16826,Whitejets,Brazil,,WTJ,
16837,VickJet,France,KT,VKJ,
16844,BVI Airways,British Virgin Islands,XV,,
16858,Hamburg Airways,Germany,,HAY,
16860,Salsa d\\'Haiti,Haiti,SO,SLC,
16867,Zambezi Airlines (ZMA),Zambia,ZJ,,
16868,Kan Air,Thailand,,KND,
16881,Air Cudlua,United Kingdom,,CUD,Air Cudlua
16882,Polet Airlines (Priv),Russia,YQ,,
16895,Air Explore,Slovakia,,AXE,
16901,12 North,India,12,N12,
16919,Holidays Czech Airlines,Czech Republic,,HCC,
16921,Comtel Air,Austria,,COE,
16926,Mint Airways,Spain,,MIC,
16932,Orbit Airlines,United States,,OBT,Orbit
16939,Air Bucharest,Romania,,BUR,
16940,AlbaStar,Spain,,LAV,
16942,Mauritania Airlines International,Mauritania,L6,MAI,
16956,MAT Airways,Macedonia,6F,MKD,
16960,Asian Wings Airways,Burma,AW,AWM,
16963,Air Arabia Egypt,Egypt,E5,RBG,
16967,Eagles Airlines,Italy,,EGS,
16973,YES Airways,Poland,,YEP,
16975,Alitalia Cityliner,Italy,CT,,
16983,Direct Aero Services,Romania,,DSV,
16985,Medallion Air,Romania,,MDP,
17022,Orchid Airlines,Australia,OI,ORC,
17023,Asia Wings,Kazakhstan,Y5,AWA,
17026,Georgian International Airlines,Georgia,,GNN,
17027,Air Batumi,Georgia,,BTM,
17082,Skywest Australia,Australia,XR,,
17083,Nile Air,Egypt,NP,NIA,
17086,Feeder Airlines,Sudan,,FDD,
17094,Senegal Airlines,Senegal,DN,SGG,
17095,Fly 6ix,Sierra Leone,6I,,
17099,Starbow Airlines,Ghana,S9,,
17115,Copenhagen Express,Denmark,0X,CX0,
17408,BusinessAir,Thailand,8B,BCC,
17519,SENIC AIRLINES,United States,YR,,
17563,XOJET,United States,,XOJ,
17571,Sky Wing Pacific,South Korea,C7,CR7,
17572,Bateleur Air,South Africa,,BEU,
17574,Air Indus,Pakistan,PP,AI0,Indus Airlines Pak
17628,Orbit International Airlines,United States,,OAI,
17629,Orbit Regional Airlines,United States,,OAR,
17630,Orbit Atlantic Airways,United States,,OAN,
17658,Volotea,Spain,,VOO,
17675,Peach Aviation,Japan,MM,,
17694,Helitt Líneas Aéreas,Spain,,HTH,
17695,Russia State Transport,Russia,,RSD,Federal State Budget Inst
17726,Malaysia Wings,Malaysia,,MWI,
17750,Aviabus,Russia,U1,ABI,
17780,Michael Airlines,Puerto Rico,DF,MJG,Javi
17786,Korongo Airlines,Congo (Kinshasa),ZC,KGO,
17794,Indonesia Sky,Indonesia,I5,IDS,
17841,Aws express,United States,B0,666,
17859,Southjet,United States,76,SJS,
17860,Southjet connect,United States,77,ZCS,
17862,Southjet cargo,United States,78,XAN,
17881,Iberia Express,Spain,I2,IBS,
17885,Interjet (ABC Aerolineas),Mexico,4O,,
17889,AirOnix,Ukraine,OG,,
17890,Nordic Global Airlines,Finland,NJ,NGB,
17891,Scoot,Singapore,TZ,SCO,
17909,Hi Fly (5K),Portugal,5K,,
17911,China Northwest Airlines (WH),China,WH,,
17935,Zenith International Airline,Thailand,ZN,ZNA,Zenith
17936,Orbit Airlines Azerbaijan,Azerbaijan,O1,OAB,Orbit Azerbaijan
17989,Air Alps Aviation (A6),Austria,A6,,
18076,Flying kangaroo Airline,Australia,,FKA,Skippy
18083,RusJet,Russia,,RSJ,
18118,VietJet Air,Vietnam,,VJC,VietJet
18169,Patriot Airways,United States,P4,,
18178,Vision Airlines (V2),United States,V2,RBY,
18232,BQB Lineas Aereas,Uruguay,5Q,,Buquebus
18237,AirAsia Japan,Japan,,WAJ,
18239,Yellowtail,United States,YE,YEL,
18241,Royal Airways,United States,KG,RAW,Royal Inc.
18252,FlyHigh Airlines Ireland (FH),Ireland,FH,FHI,
18257,Executive AirShare,United States,,XSR,
18475,Hebei Airlines,China,,HBH,
18476,Air KBZ,Burma,,KBZ,
18477,Aero VIP (2D),Portugal,2D,,
18497,Yangon Airways Ltd.,Burma,YH,,
18529,T.J. Air,United States,TJ,TJA,
18543,SkyWork Airlines,Switzerland,SX,,
18553,Maastricht Airlines,Netherlands,W2,,
18617,Euro Jet,Germany,24,,
18621,Ukraine Atlantic,Ukraine,,UAT,
18668,Nesma Airlines,Egypt,,NMA,
18672,East Horizon,Afghanistan,,EHN,
18676,Air Majoro,Peru,,MJP,
18692,Rotana Jet,United Arab Emirates,,RJD,
18700,SOCHI AIR CHATER,Russia,Q3,QER,Sochi Air
18702,Denim Air,Norway,J7,,FlyNonstop
18732,Malindo Air,Malaysia,OD,MXD,
18781,Hermes Airlines,Greece,,HRM,
18825,Flightlink Tanzania,Tanzania,Z9,,Flightlink
18828,IzAvia,Russia,I8,,
18860,Катэкавиа,Russia,,КТК,
18863,Псковавиа,Russia,,PKV,Псков Авиа
18930,Maryland Air,United States,M1,M1F,Maryland
18944,Insel Air (7I/INC) (Priv),Netherlands Antilles,7I,,
18946,VivaColombia,Colombia,5Z,VVC,
18952,Flybe Finland Oy,Finland,,FCM,
18959,Bingo Airways,Poland,,BGY,Bingo
19007,Bluebird Airways (BZ),Greece,,BBG,
19016,Apache Air,United States,ZM,IWA,Apache
19026,MHS Aviation GmbH,Germany,M2,,
19030,Jettor Airlines,Hong Kong,NR,JTO,Jettor
19215,Flyme (VP),Maldives,,VQI,
19225,Thai Lion Air,Thailand,SL,,
19244,Golden Myanmar Airlines,Burma,,GMR,
19276,Canaryfly,Spain,,CNF,
19280,Sunrise Airways,Haiti,,KSZ,
19287,National Air Cargo,United States,N8,NCR,
19290,Eastern Atlantic Virtual Airlines,United States,13,EAV,
19305,Citilink Indonesia,Indonesia,QG,,
19337,Transair,Canada,,TTZ,
19350,Comfort Express Virtual Charters Albany,United States,,EVC,
19351,Comfort Express Virtual Charters,United States,,CEO,
19359,FLYJET,Poland,,FYJ,
19361,Snowbird Airlines,Finland,S8,SBD,
19363,Russkie Krylya,Russia,,KRY,
19367,Kharkiv Airlines,Ukraine,KH,KHK,
19433,XAIR USA,United States,XA,XAU,
19451,Air Costa,India,LB,,
19459,Simrik Airlines,Nepal,,RMK,
19473,XPTO,Portugal,XP,XPT,XPTO
19474,Royal Flight,Russia,,DME,
19525,BBN-Airways,United Kingdom,,EGH,BlackBurn
19531,Tomsk-Avia,Russia,,TKS,
19541,Malawian Airlines,Malawi,3W,,
19548,Yeti Airlines,Nepal,,NYT,
19567,Avilu,Switzerland,..,...,Avilu' SA
19582,Air Serbia,Serbia,JU,ASL,
19599,Skyline Ulasim Ticaret A.S.,Turkey,,KCU,Skyline Ulasim Ticaret A.S.
19610,Air Lituanica,Lithuania,LT,LTU,Air Lituanica
19619,Envoy Air,United States,,ENY,
19651,CARICOM AIRWAYS (BARBADOS) INC.,Barbados,,CCB,CARICOM AIRWAYS
19674,Rainbow Air (RAI),United States,RN,RAB,Rainbow Air (RAI)
19675,Rainbow Air Canada,Canada,RY,RAY,Rainbow Air CAN
19676,Rainbow Air Polynesia,United States,RX,RPO,Rainbow Air POL
19677,Rainbow Air Euro,United Kingdom,RU,RUE,Rainbow Air EU
19678,Rainbow Air US,United States,RM,RNY,Rainbow Air US
19745,Transilvania,Romania,,TNS,
19751,Dobrolet,Russia,QD,DOB,Добролёт
19774,Spike Airlines,United States,S0,SAL,Aero Spike
19776,Grand Cru Airlines,Lithuania,,GCA,
19785,Go2Sky,Slovakia,,RLX,
19803,All Argentina,Argentina,L1,AL1,All Argentina
19804,All America,United States,A2,AL2,All America
19805,All Asia,China,L9,AL3,All Asia
19806,All Africa,South Africa,9A,99F,All Africa
19807,Regionalia México,Mexico,N4,J88,Regionalia México
19808,All Europe,United Kingdom,N9,N99,All Europe
19809,All Spain,Spain,N7,N77,All Spain
19810,Regional Air Iceland,Iceland,9N,N78,Regional Air Iceland
19812,Voestar,Brazil,8K,K88,Voestar Brasil
19813,All Colombia,Colombia,7O,7KK,All Colombia
19814,Regionalia Uruguay,Uruguay,2X,2K2,Regionalia Uruguay
19815,Regionalia Venezuela,Venezuela,9X,9XX,Regionalia Venezuela
19827,Regionalia Chile,Chile,9J,CR1,Regionalia Chile
19828,Vuela Cuba,Cuba,6C,6CC,Vuela Cuba
19830,All Australia,Australia,88,8K8,All Australia
19831,Fly Europa,Spain,ER,RWW,
19834,FlyPortugal,Portugal,PO,FPT,
19886,Spring Airlines Japan,Japan,IJ,SJO,
19890,Dense Airways,United States,KP,DWA,
19891,Dense Connection,United States,KZ,DC2,
19908,Vuola Italia,Italy,4S,VI4,Vuola Italia
19917,Jet Suite,United States,,RSP,
19923,Fly Jamaica Airways,Jamaica,,FJM,
19927,Island Express Air,Canada,1X,,
19928,All Argentina Express,Argentina,Z0,Z9H,All Argentina Express
19930,Thai Smile Airways,Thailand,WE,,THAI Smile
19944,International AirLink,Jamaica,I4,,
19963,Real Tonga,Tonga,RT,,
19970,All America AR,Argentina,2R,M7A,All America Argentina
19971,All America CL,Chile,1R,R1R,All America Chile
19974,SOCHI AIR EXPRESS,Russia,Q4,SAE,ADLER EXPRESS
19977,All America BR,Brazil,1Y,A9B,All America Brasil
20004,Volotea Costa Rica,Costa Rica,9V,VC9,Volotea Costa Rica
20017,Fly Romania,Romania,X5,OTJ,
20047,Eagle Atlantic Airlines,Ghana,E2,,
20051,Fly Africa Zimbabwe,Zimbabwe,,FZW,Zimbabwe flyafrica.com
20060,San Dima Air,United States,,SDI,(Cyber Airlines) Not Real
20073,All America CO,Colombia,0Y,7ZC,All America Colombia
20074,All America MX,Mexico,0M,0MM,All America México
20110,FOX Linhas Aereas,Brazil,FX,FOX,
20127,Air Kenya (Priv),Kenya,QP,,
20144,Via Conectia Airlines,Uruguay,6V,CZV,Via Conectia
20155,Hebradran Air Services,United Kingdom,,HBR,
20158,Pobeda,Russia,,PBD,
20160,City Airways,Thailand,E8,GTA,
20170,Norwegian Long Haul AS,Norway,DU,NLH,
20186,BA101,United Kingdom,,710,
20207,TransNusa Air,Indonesia,M8,TNU,
20218,Tomp Airlines,Chile,ZT,T9P,Tomp Airlines
20220,Fuzhou Airlines,China,,FZA,
20221,Sky Angkor Airlines (ZA),Cambodia,,SWM,
20222,OneJet,United States,J1,,
20224,Global Airlines,Argentina,0G,GA0,Global Airlines
20225,Mann Yadanarpon Airlines,Burma,,MYP,
20264,Air Vistara,India,UK,VTI,Tata SIA Airlines
20268,TransRussiaAirlines,Russia,1E,RGG,TransRus
20270,Severstal Air Company,Russia,D2,,
20282,REXAIR VIRTUEL,France,RR,RXR,
20285,WestJet Encore,Canada,WR,WEN,Encore
20286,Air Pegasus,India,OP,PPL,
20288,International Europe,Spain,9I,INE,International
20293,Sky Regional Airlines,Canada,,SKV,
20401,V Air,Taiwan,ZV,VAX,V Air Taiwan
20415,Cello Aviation,United Kingdom,,CLJ,
20478,Pouya Air,Iran,,PYA,
20565,Boutique Air (Priv),United States,4B,BTQ,
20566,FlyEgypt,Egypt,,FEG,FlyEgypt
20577,VOLOTEA Airways,Spain,V7,VOE,
20599,INAVIA Internacional,Argentina,Z5,IIR,Internacional
20607,Liberty Airways,United States,LE,LTY,
20608,Аэросервис,Russia,АЯ,,
20653,Aeronautica Militare,Italy,,IAM,
20657,Bassaka airlines,Cambodia,5B,BSX,
20675,Jetstar Japan,Japan,,JJP,
20686,SkyBahamas Airlines,Bahamas,Q7,,
20695,UVT Aero,Russia,UW,,
20698,First Flying,Japan,,DAK,
20710,Silver Airways (3M),United States,3M,,
20716,AtlasGlobal Ukraine,Ukraine,,UJX,
20725,Boliviana de Aviacion (OB),Bolivia,,BOV,BoA
20726,US-Bangla Airlines,Bangladesh,,UBG,
20729,Norwegian Air International (D8),Norway,,IBK,
20752,ATA Airlines (Iran),Iran,I3,,هواپیمایی آتا
20769,VIA Líneas Aéreas,Argentina,V1,VIA,VIA
20802,GermanXL,Germany,GX,GXG,
20808,Alghanim,United States,,KYA,
20824,Indonesa Air Aisa X,Indonesia,,IDX,
20827,Fly France,France,FF,FRF,Fly France
20875,Jota Aviation,United Kingdom,,ENZ,
20881,Europe Jet,France,EX,EU9,Europe Jet
20923,COBALT,Cyprus,,FCB,COBALT
20931,Southern Airways Express,United States,,LTD,Sun Air Express
20962,Orenburzhie,Russia,,ORG,
20976,World Scale Airlines,United States,W3,WSS,World Scale
20978,All America US,United States,AG,SSA,All America US
20986,University of Birmingham Air Squadron (RAF),United Kingdom,,UAY,8AEF RAF
20991,Choice Airways,United States,,CSX,
20994,Aruba Airlines,Aruba,,ARU,
20995,BudgetAir,Germany,1K,BG1,BudgetAir
20996,Dynamic Airways,United States,,DYA,
21012,Fly One,Moldova,F5,FI5,Fly One
21021,Nordica,Estonia,EE,,
21036,Tez Jet Airlines,Kyrgyzstan,,TEZ,
21043,Kush Air,South Sudan,,KUH,
21124,ViaAir,United States,,SRY,Charter Air Transport
21131,All America BOPY,Paraguay,0P,PYB,All America BOPY
21179,Thai Vietjet Air,Thailand,,TVJ,
21248,GX Airlines,China,,CBG,
21268,Jetgo Australia,Australia,JG,,
21270,Air Carnival,India,2S,,
21317,Svyaz Rossiya,Russia,7R,SJM,Russian Commuter
